conglomerate_id,size,rep_firm_id,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,g_11,g_12,g_13,g_14,g_15,g_16,g_17,g_18,g_19,g_20,g_21,g_22,g_23,g_24,g_25,g_26,g_27,g_28,g_29,g_30,g_31,g_32,g_33,g_34,g_35,g_36,g_37,g_38,g_39,g_40,g_41,g_42,g_43,g_44,g_45,g_46,g_47,g_48,g_49,g_50,g_51,g_52,g_53,g_54,g_55,g_56,g_57,g_58,g_59,g_60,g_61,g_62,g_63
10467,1,CN9360050472,0.21950524,-0.20691775,0.19200958,-0.10878255,0.28504553,-0.26419362,-0.27872694,0.30982503,-0.2983971,-0.23015618,-0.15365562,-0.26177812,0.21825017,-0.11005634,0.17388147,-0.27766365,0.18806647,-0.30552524,0.27835232,0.2815211,0.16721492,-0.2048642,-0.33836815,0.2870467,0.20906943,0.22722065,-0.2885119,-0.07377063,-0.27038956,-0.09901986,0.37714055,-0.24494979,0.29390815,0.17626539,0.15051581,0.1599696,-0.13846102,0.26673782,0.29262614,0.25306252,0.23188604,0.21937224,-0.11178001,-0.28206164,-0.08587154,0.29212397,-0.18192479,0.22981785,0.024933776,-0.20004311,0.14375341,-0.27778316,0.27375683,-0.24868707,0.32860225,0.2536701,0.14151025,0.3347219,-0.037555832,-0.09393244,0.31470567,0.16007324,0.20563918,0.070552394
10468,1,CN9360050482,0.17080657,-0.16168122,0.14935298,-0.084143825,0.22185813,-0.20608787,-0.21778454,0.24216987,-0.23227388,-0.1801054,-0.12071261,-0.20461388,0.16915123,-0.08533065,0.1361954,-0.21690965,0.14711866,-0.23847319,0.21768087,0.21952388,0.13098085,-0.16018142,-0.26516438,0.22410119,0.16354884,0.17668535,-0.22546707,-0.05744416,-0.2109662,-0.07793974,0.29422826,-0.19154793,0.22920486,0.13805673,0.11744307,0.124458805,-0.10851823,0.20819204,0.2278972,0.19679885,0.18072496,0.17086075,-0.08766967,-0.2201483,-0.06750166,0.22807685,-0.14225584,0.17850123,0.01994744,-0.15632945,0.112175874,-0.21594073,0.21393995,-0.19421051,0.25781682,0.19895653,0.11006956,0.2609509,-0.02881379,-0.07300205,0.24550195,0.12544964,0.16062371,0.054880142
10469,3,CN9360050501,0.24670076,-0.23217987,0.21583095,-0.12254193,0.32033223,-0.2966425,-0.3127599,0.34760675,-0.3353233,-0.2581068,-0.17205247,-0.2937012,0.24566922,-0.123864286,0.19492707,-0.31159145,0.21093357,-0.34297013,0.31223398,0.31614316,0.18744966,-0.22981708,-0.37924844,0.32219833,0.23449019,0.2554418,-0.323719,-0.08288806,-0.30357423,-0.11079196,0.4234425,-0.27477178,0.3300414,0.19760284,0.16898511,0.17980044,-0.15518244,0.29943243,0.3287737,0.28448272,0.2604567,0.24646324,-0.12524432,-0.31663686,-0.09613011,0.32789078,-0.20407772,0.25847536,0.02771837,-0.22445478,0.16138771,-0.31231874,0.30716127,-0.27910924,0.36813205,0.2842246,0.15906815,0.37591895,-0.042437784,-0.10562092,0.35335213,0.1794086,0.23077786,0.07930448
10470,2,CN9360050512,0.23899266,-0.22501977,0.20907919,-0.11864207,0.31033084,-0.28744543,-0.30311385,0.33689818,-0.3248572,-0.25018468,-0.1668382,-0.28465316,0.23789777,-0.11995067,0.18896206,-0.3019752,0.20445229,-0.33235705,0.3026308,0.30633014,0.18171448,-0.22274463,-0.36766163,0.3122352,0.22728512,0.24744304,-0.31374013,-0.08030388,-0.29416862,-0.107455365,0.41031903,-0.26631925,0.31980005,0.19155511,0.1637503,0.17417973,-0.15044305,0.29016572,0.3185283,0.27557722,0.25235885,0.23878478,-0.121428095,-0.3068371,-0.0932225,0.31775331,-0.19779886,0.2503529,0.026929125,-0.21753572,0.15638958,-0.30253023,0.29769337,-0.2704866,0.35692802,0.27556446,0.15409167,0.36424237,-0.04105408,-0.10230802,0.34239846,0.17392832,0.22365274,0.07682385
10471,2,CN9360050514,0.003948316,0.0008890331,0.026309565,0.08585709,-0.003649652,0.024214298,-0.008574232,0.052057013,0.0058513135,0.052983254,-0.11329816,-0.009562135,0.02454529,-0.06739185,-0.0005277172,-0.11958353,-0.03802254,-0.008008897,0.08538696,0.053027548,-0.081555784,0.023817725,-0.016100377,-0.03726396,0.034522556,0.05019051,-0.07015364,-0.051328182,-0.01650308,0.09499216,0.037349224,0.04156345,0.09063547,0.021077417,0.120136335,0.0077399984,0.052415542,-0.03682235,0.049872324,0.049189113,0.06388785,0.01691819,0.022030294,-0.077106,0.032073565,0.06892659,0.08456436,0.09101457,-0.020721126,0.035655282,-0.021926008,-0.05029258,0.036816448,-0.069317885,0.04948944,-0.001943484,0.018064931,0.024056554,0.018799493,-0.009178091,0.11165967,0.09192659,0.041272007,0.05094071
10472,2,CN9360050536,-0.55961037,0.54138285,-0.42210993,0.65143216,-0.78396106,0.78275454,0.68918926,-0.6160127,0.75828403,0.7988346,-0.078280956,0.63454986,-0.46429363,0.015716083,-0.45627394,0.20272419,-0.6435998,0.7594284,-0.34573227,-0.51163137,-0.7558702,0.64410377,0.7841992,-0.8927197,-0.43057263,-0.37427366,0.4395116,-0.042242624,0.6420171,0.63895875,-0.78841305,0.7987086,-0.3846987,-0.37052906,0.0963788,-0.41174367,0.59999675,-0.8511404,-0.52878255,-0.45553684,-0.3427102,-0.5005737,0.40487775,0.39051944,0.38249806,-0.45348248,0.85101753,-0.19761546,-0.17791572,0.66221917,-0.4631119,0.5123372,-0.5563968,0.3822742,-0.6172416,-0.671639,-0.2882276,-0.79642,0.1735542,0.23391517,-0.33200246,-0.04559395,-0.38986892,0.04900515
10473,2,CN9360050542,-0.34534144,0.33720797,-0.25052783,0.43780854,-0.48732916,0.4953833,0.42499608,-0.36174423,0.47490215,0.51746213,-0.09230246,0.39008698,-0.27868494,-0.017028403,-0.28451866,0.08007023,-0.41490054,0.4695214,-0.18199389,-0.2970442,-0.50159204,0.4097879,0.4825091,-0.56961024,-0.25273955,-0.2125698,0.24579878,-0.046310388,0.39162225,0.43394566,-0.47719663,0.5128877,-0.20367926,-0.2212266,0.10651195,-0.2512884,0.3927444,-0.5420389,-0.30891025,-0.26359677,-0.18755066,-0.30371112,0.25852767,0.21301053,0.24997453,-0.25494942,0.5604213,-0.08758583,-0.116885155,0.42562157,-0.2968977,0.29850107,-0.33255792,0.20971787,-0.36615035,-0.41753832,-0.17123978,-0.48484716,0.11397764,0.14024356,-0.16346316,0.007730145,-0.22492962,0.05036589
10474,3,CN9360050556,0.2137087,-0.2015333,0.18693222,-0.10584983,0.2775244,-0.25727737,-0.27147302,0.30177215,-0.29052654,-0.2241987,-0.14973445,-0.25497392,0.212406,-0.10711328,0.16939574,-0.27043217,0.1831925,-0.29754412,0.27113068,0.27414167,0.16290203,-0.19954567,-0.3296548,0.2795544,0.20365117,0.2212055,-0.28100774,-0.07182731,-0.26331648,-0.09651072,0.3672716,-0.23859343,0.2862066,0.17171746,0.1465792,0.1557428,-0.13489698,0.2597692,0.28492153,0.24636553,0.2257964,0.21359798,-0.10891019,-0.27469218,-0.083684996,0.28450054,-0.17720304,0.2237097,0.024340259,-0.19483992,0.13999477,-0.27042213,0.2666369,-0.2422028,0.32017678,0.2471576,0.1377679,0.32594103,-0.03651528,-0.091441125,0.30646843,0.15595204,0.20028105,0.06868695
10475,2,CN9360050572,0.071675286,-0.0646693,0.07755881,0.021692134,0.0873738,-0.06749994,-0.09346903,0.13157994,-0.09014887,-0.038144372,-0.12226898,-0.088778645,0.08457555,-0.078448005,0.05453807,-0.1653531,0.03459072,-0.10151251,0.14335716,0.12320376,-0.00028440356,-0.04911992,-0.117293596,0.06624006,0.08841672,0.104171515,-0.13662581,-0.056627043,-0.09595149,0.030492455,0.14315313,-0.050221175,0.15157902,0.06934657,0.12560096,0.05539561,-0.009608947,0.060117096,0.12460533,0.11165647,0.11461596,0.08009658,-0.0209651,-0.13907188,-0.0062727444,0.13693334,-0.0023625195,0.13151869,-0.005547067,-0.039884582,0.031040892,-0.12014248,0.110283166,-0.12350249,0.13598222,0.078841574,0.05629789,0.121107936,0.0004717596,-0.035529975,0.17182335,0.11034442,0.09168835,0.05535245
10476,3,CN9360050596,-0.24158609,0.23735836,-0.16781405,0.33200115,-0.34297875,0.35539234,0.29639596,-0.23881286,0.3367042,0.37951243,-0.09701401,0.2717765,-0.18898481,-0.031444162,-0.20013231,0.022810057,-0.30267835,0.32788172,-0.10426999,-0.19375879,-0.37645775,0.29458153,0.3354545,-0.41137695,-0.16708812,-0.13539338,0.15337941,-0.046612833,0.27049625,0.33260763,-0.32585478,0.3727907,-0.11745946,-0.14960113,0.10947807,-0.17376558,0.29051548,-0.39156586,-0.20369607,-0.17127284,-0.11353469,-0.20874865,0.18751256,0.12841335,0.18420595,-0.16017449,0.417495,-0.036222063,-0.08742644,0.30961156,-0.21504211,0.19557825,-0.22336736,0.12707588,-0.24418288,-0.2940849,-0.11541997,-0.33335942,0.08561106,0.09527795,-0.083701834,0.031942457,-0.14570408,0.04935476
10477,2,CN9360050597,-0.42878383,0.41745088,-0.31708568,0.52142125,-0.603024,0.60761636,0.5284988,-0.46105254,0.5864187,0.6277495,-0.086702526,0.48542196,-0.35124344,-0.0044741035,-0.3522898,0.12821889,-0.5045484,0.58351564,-0.2460671,-0.380914,-0.6011135,0.5018611,0.60125846,-0.69632715,-0.32177138,-0.27552658,0.3214118,-0.045005392,0.4891801,0.51406926,-0.59986544,0.6249754,-0.27444792,-0.27913427,0.102397814,-0.31343186,0.4738288,-0.6623969,-0.39459842,-0.33859256,-0.24800366,-0.38033777,0.3150101,0.28248852,0.30201218,-0.33245164,0.6736903,-0.13059206,-0.13992785,0.5183881,-0.36237058,0.38207522,-0.4209059,0.27695483,-0.46526882,-0.5166763,-0.21648294,-0.60670733,0.13655855,0.17623499,-0.22958937,-0.013012342,-0.28895432,0.050120734
10478,3,CN9360050605,0.1832421,-0.17323266,0.16024563,-0.09043549,0.23799345,-0.22092557,-0.23334658,0.25944605,-0.24915887,-0.1928862,-0.12912482,-0.21921113,0.18168898,-0.09164452,0.14581878,-0.23242359,0.15757495,-0.2555954,0.23317373,0.23535527,0.14023346,-0.17159146,-0.28385743,0.24017474,0.17517282,0.18958987,-0.24156599,-0.06161323,-0.22614034,-0.08332269,0.31540045,-0.20518444,0.24572729,0.14781356,0.12588842,0.13352671,-0.11616431,0.2231421,0.24442616,0.21116616,0.19378927,0.18324848,-0.093826406,-0.23595828,-0.07219253,0.2444317,-0.15238556,0.19160527,0.021220732,-0.16749203,0.12023941,-0.23173259,0.2292146,-0.20812146,0.27589235,0.212928,0.11809815,0.2797888,-0.03104613,-0.07834677,0.26317358,0.13429101,0.17211871,0.058882155
10479,2,CN9360050614,-0.012616321,0.017015606,0.013737351,0.10445433,-0.026760697,0.04727587,0.012006193,0.03339365,0.028419062,0.07642987,-0.11465317,0.00939247,0.010689944,-0.06651331,-0.014169149,-0.11256332,-0.056914076,0.01466459,0.074360825,0.03744763,-0.10349195,0.042805165,0.007558614,-0.06355664,0.021536082,0.038759224,-0.05649487,-0.052177116,0.0026466697,0.113352016,0.013497785,0.0650651,0.078530684,0.00988958,0.12210637,-0.004400708,0.069840826,-0.06178391,0.033796012,0.035365738,0.053275473,0.001981169,0.033830836,-0.06485821,0.04319787,0.054882854,0.1091443,0.08449297,-0.025779277,0.055111967,-0.03555371,-0.034781456,0.019913167,-0.05749453,0.030489951,-0.021961689,0.009428456,0.0003039986,0.023715012,-0.0023030303,0.100890495,0.089852706,0.029458582,0.051999167
10480,1,CN9360050656,0.17112572,-0.1619777,0.14963254,-0.08430531,0.22227225,-0.20646869,-0.21818395,0.24261327,-0.23270723,-0.18043342,-0.12092851,-0.20498852,0.16947302,-0.0854927,0.1364424,-0.21730782,0.14738703,-0.23891264,0.21807851,0.21993019,0.13121831,-0.16047427,-0.26564416,0.22451372,0.16384718,0.17701654,-0.22588025,-0.05755116,-0.21135564,-0.0780779,0.29477164,-0.19189791,0.22962892,0.13830714,0.11765982,0.12469153,-0.10871446,0.20857574,0.22832142,0.19716759,0.18106025,0.17117868,-0.08782769,-0.22055407,-0.06762205,0.2284966,-0.14251582,0.17883755,0.01998012,-0.15661594,0.11238283,-0.21634604,0.21433198,-0.19456755,0.25828075,0.19931512,0.11027561,0.26143438,-0.028871085,-0.07313922,0.24595551,0.12567656,0.16091874,0.054982856
10481,1,CN9360050670,0.19131212,-0.18072897,0.1673144,-0.09451846,0.24846447,-0.23055448,-0.24344556,0.27065745,-0.2601164,-0.2011803,-0.13458392,-0.22868402,0.18982534,-0.095741905,0.15206388,-0.24249135,0.16436055,-0.26670682,0.24322781,0.24562906,0.14623794,-0.17899601,-0.29598832,0.25060567,0.1827162,0.19796425,-0.25201336,-0.06431875,-0.23598759,-0.08681595,0.32914016,-0.21403386,0.2564495,0.15414526,0.13136901,0.13941135,-0.12112625,0.23284392,0.2551526,0.22048981,0.20226736,0.19128749,-0.09782182,-0.24621816,-0.07523667,0.25504518,-0.15895925,0.20010912,0.022047037,-0.17473596,0.12547223,-0.24198072,0.23912705,-0.21714897,0.28762245,0.22199477,0.12330829,0.29201367,-0.032494806,-0.08181521,0.27464157,0.14002861,0.1795784,0.06147926
10482,2,CN9360050671,0.1816636,-0.17112519,0.16081959,-0.082392015,0.2351829,-0.2163999,-0.23133731,0.26078302,-0.24603662,-0.18604931,-0.13698478,-0.21742703,0.18209739,-0.09649637,0.14395405,-0.2398374,0.15245172,-0.253361,0.23760603,0.23723374,0.13157658,-0.16752721,-0.28163344,0.23426634,0.1759782,0.19190158,-0.24466108,-0.06530192,-0.22498812,-0.07411424,0.31501618,-0.199209,0.25066712,0.14775491,0.13463746,0.13279502,-0.110255,0.21748433,0.24603248,0.21316625,0.1970798,0.18271516,-0.09075162,-0.23980065,-0.06849585,0.24746022,-0.14340451,0.19742054,0.01906262,-0.16250208,0.11702274,-0.23364298,0.22963165,-0.21158427,0.27649385,0.21001741,0.11841,0.27874112,-0.029267747,-0.07833633,0.2696731,0.1403737,0.17361297,0.06258655
10483,1,CN9360050674,0.19491175,-0.18407269,0.17046742,-0.096339665,0.25313503,-0.23484944,-0.2479502,0.27565825,-0.26500398,-0.20487987,-0.13701895,-0.2329094,0.19345455,-0.09756953,0.1548495,-0.24698205,0.16738726,-0.27166304,0.24771242,0.2502117,0.14891621,-0.1822988,-0.30139926,0.25525838,0.18608092,0.20169963,-0.2566734,-0.06552554,-0.24037994,-0.088374116,0.3352687,-0.21798113,0.2612321,0.1569695,0.13381363,0.14203617,-0.123339504,0.23717141,0.25993714,0.22464861,0.206049,0.19487329,-0.099603966,-0.2507946,-0.0765945,0.2597793,-0.16189143,0.20390226,0.022415608,-0.17796712,0.12780632,-0.24655189,0.2435485,-0.22117567,0.29285467,0.22603899,0.12563227,0.29746655,-0.033140983,-0.08336231,0.27975684,0.14258786,0.18290576,0.062637694
10484,3,CN9360050701,0.2516926,-0.23681682,0.22020344,-0.1250675,0.32680923,-0.3025986,-0.31900677,0.35454172,-0.34210125,-0.2632372,-0.17542928,-0.2995608,0.25070208,-0.12639879,0.19879006,-0.317819,0.21513091,-0.34984326,0.31845307,0.32249814,0.19116381,-0.23439728,-0.38675216,0.32865053,0.23915626,0.26062194,-0.33018136,-0.084561594,-0.3096654,-0.11295276,0.4319414,-0.28024572,0.33667377,0.2015194,0.17237522,0.18344046,-0.1582517,0.30543363,0.33540872,0.29024997,0.26570094,0.2514359,-0.12771574,-0.32298324,-0.09801311,0.3344559,-0.20814396,0.26373556,0.028229492,-0.22893563,0.16462456,-0.31865788,0.31329277,-0.28469333,0.37538788,0.28983298,0.16229096,0.38348082,-0.043333884,-0.107766375,0.36044583,0.18295768,0.23539214,0.08091096
10485,1,CN9360050703,0.23626156,-0.22248282,0.20668694,-0.11726029,0.30678716,-0.28418675,-0.29969612,0.33310395,-0.3211489,-0.24737775,-0.16499071,-0.2814473,0.23514423,-0.11856401,0.18684857,-0.298568,0.20215587,-0.32859665,0.29922825,0.30285323,0.1796824,-0.22023875,-0.36355624,0.30870512,0.22473225,0.24460894,-0.31020448,-0.07938826,-0.29083607,-0.10627315,0.40566918,-0.26332438,0.31617138,0.18941231,0.16189553,0.17218822,-0.1487638,0.28688237,0.3148982,0.27242184,0.24948965,0.23606417,-0.12007594,-0.3033649,-0.092192285,0.31416145,-0.19557416,0.24747495,0.026649484,-0.21508418,0.15461867,-0.299062,0.29433873,-0.26743147,0.35295826,0.272496,0.15232843,0.3601052,-0.04056381,-0.10113421,0.3385174,0.17198658,0.2211282,0.07594493
10486,2,CN9360050718,0.23214301,-0.21865708,0.20307939,-0.11517654,0.30144328,-0.27927265,-0.29454207,0.32738224,-0.31555673,-0.24314485,-0.16220465,-0.2766128,0.23099183,-0.11647291,0.18366139,-0.29342994,0.19869283,-0.32292593,0.29409716,0.29760998,0.17661802,-0.21645983,-0.35736525,0.3033817,0.22088249,0.24033506,-0.30487266,-0.078007504,-0.2858105,-0.10449036,0.3986571,-0.2588081,0.3106993,0.18618092,0.1590985,0.16918501,-0.14623149,0.28193104,0.30942395,0.2676635,0.24516284,0.23196146,-0.11803688,-0.29812878,-0.090638705,0.30874485,-0.19221927,0.24313502,0.02622778,-0.21138723,0.15194808,-0.29383186,0.2892799,-0.26282427,0.34697178,0.2678688,0.14966942,0.35386622,-0.03982448,-0.09936409,0.33266473,0.1690584,0.21732114,0.074619494
10487,3,CN9360050721,0.04528059,-0.039107703,0.057622693,0.04683502,0.051885605,-0.031707153,-0.06038303,0.10065456,-0.052717075,-0.002531767,-0.11894094,-0.05790753,0.061218083,-0.07424562,0.03306561,-0.14769235,0.006220266,-0.06507094,0.12088538,0.09592775,-0.032098517,-0.02064526,-0.07785918,0.02582945,0.067455925,0.0832083,-0.1108169,-0.05464137,-0.06500327,0.05578991,0.10196239,-0.014370769,0.12796047,0.050557233,0.12365618,0.03683106,0.014656343,0.02226688,0.095549986,0.08738355,0.094939284,0.055494137,-0.004165679,-0.115032546,0.008730043,0.11052572,0.031659678,0.11587414,-0.011498322,-0.010377772,0.010357238,-0.09299415,0.081695944,-0.102483995,0.102328606,0.047336467,0.04142273,0.08331017,0.0076426305,-0.025272641,0.14854084,0.10330224,0.0720956,0.053712405
10488,2,CN9360050762,-0.59313685,0.558809,-0.45635635,0.66693,-0.82586306,0.81812817,0.7189672,-0.65514386,0.77990156,0.8225242,-0.06632222,0.67048097,-0.4909334,0.032263458,-0.46574003,0.22785272,-0.6632626,0.78426784,-0.37459156,-0.5449329,-0.7761877,0.6617163,0.80825484,-0.92143285,-0.46552926,-0.40538257,0.47378963,-0.03043362,0.68138504,0.65407217,-0.8130446,0.8231027,-0.41764483,-0.39995134,0.08446254,-0.4436762,0.618513,-0.89462954,-0.5673016,-0.48620197,-0.37325448,-0.5335362,0.43405056,0.41997823,0.39079246,-0.48824263,0.8838427,-0.22234866,-0.19810534,0.6826393,-0.472215,0.5456137,-0.57268506,0.4156458,-0.635802,-0.7064285,-0.31431186,-0.83709455,0.19242778,0.2584344,-0.36140117,-0.06425884,-0.42349052,0.037522994
10489,1,CN9360050766,0.1835212,-0.17349193,0.1604901,-0.0905767,0.23835559,-0.22125858,-0.23369586,0.2598338,-0.24953787,-0.19317305,-0.12931362,-0.21953876,0.18197037,-0.091786236,0.14603478,-0.23277178,0.15780963,-0.2559797,0.23352146,0.2357106,0.14044112,-0.17184755,-0.284277,0.24053551,0.17543373,0.1898795,-0.24192731,-0.0617068,-0.22648092,-0.08344351,0.31587565,-0.20549051,0.24609812,0.14803255,0.12607796,0.13373025,-0.11633593,0.22347765,0.24479714,0.21148862,0.1940825,0.18352652,-0.09396459,-0.23631313,-0.07229781,0.24479878,-0.15261292,0.19189939,0.021249311,-0.16774257,0.12042039,-0.23208703,0.22955742,-0.20843369,0.27629805,0.21324158,0.11827835,0.2802116,-0.031096235,-0.07846672,0.26357022,0.13448945,0.17237672,0.05897198
10490,1,CN9360050768,0.17922561,-0.16950172,0.15672746,-0.088403374,0.23278198,-0.2161332,-0.22832027,0.2538661,-0.24370527,-0.1887582,-0.1264078,-0.21449643,0.17763947,-0.089605235,0.14271058,-0.22741282,0.15419772,-0.25006518,0.22816977,0.23024197,0.137245,-0.1679062,-0.27781987,0.23498324,0.17141846,0.1854219,-0.23636627,-0.06026668,-0.22123931,-0.08158407,0.30856216,-0.20078006,0.24039078,0.14466225,0.12316069,0.13059792,-0.11369474,0.21831346,0.23908755,0.20652573,0.1895697,0.17924742,-0.091837876,-0.23085189,-0.070677444,0.23914933,-0.14911382,0.18737286,0.020809479,-0.16388668,0.117635004,-0.22663206,0.22428112,-0.20362844,0.27005422,0.20841542,0.11550503,0.27370444,-0.030325118,-0.0766205,0.2574659,0.13143538,0.16840601,0.057589564
10491,4,CN9360050769,0.18937339,-0.17892806,0.1656162,-0.09353757,0.24594891,-0.22824124,-0.2410194,0.26796404,-0.25748396,-0.19918773,-0.13327242,-0.22640826,0.18787067,-0.09475755,0.15056357,-0.24007268,0.16273038,-0.2640374,0.24081242,0.24316089,0.14479542,-0.17721714,-0.29307398,0.24809976,0.18090399,0.1959524,-0.2495035,-0.06366878,-0.2336219,-0.08597673,0.32583934,-0.21190788,0.2538736,0.15262413,0.13005236,0.13799763,-0.1199342,0.23051317,0.2525757,0.2182499,0.2002306,0.18935621,-0.096861966,-0.24375333,-0.074505344,0.2524954,-0.15738,0.19806616,0.021848526,-0.17299569,0.124215096,-0.23951872,0.2367457,-0.21498021,0.28480443,0.21981658,0.12205661,0.28907678,-0.032146774,-0.080981955,0.2718865,0.13865021,0.17778628,0.060855333
10492,1,CN9360050773,0.16432719,-0.15566248,0.14367749,-0.08086564,0.21345101,-0.19835687,-0.20967612,0.23316832,-0.22347614,-0.17344612,-0.11632952,-0.19700815,0.16261859,-0.08204088,0.13118125,-0.20882629,0.14167053,-0.22955188,0.20960851,0.21127512,0.12615988,-0.15423635,-0.2554246,0.21572626,0.1574923,0.16996159,-0.21707891,-0.055271916,-0.20305988,-0.075135015,0.28319672,-0.18444279,0.22059606,0.13297305,0.11304273,0.119734064,-0.10453433,0.2004025,0.21928498,0.18931293,0.17391795,0.16440627,-0.08446178,-0.2119107,-0.06505754,0.21955533,-0.13697787,0.17167354,0.019284004,-0.15051334,0.10797447,-0.20771256,0.20598128,-0.18696238,0.2483988,0.19167686,0.105886355,0.25113562,-0.027650658,-0.07021725,0.23629437,0.120842956,0.15463439,0.05279494
10493,2,CN9360050775,-0.14427832,0.14346755,-0.08860606,0.2160979,-0.20179039,0.22122285,0.17717811,-0.12695098,0.2145795,0.24509001,-0.081107646,0.16390711,-0.10964926,-0.035242982,-0.12013954,-0.0062152073,-0.19160417,0.1965464,-0.05048626,-0.10602804,-0.24890146,0.1797691,0.20557946,-0.2583514,-0.08663779,-0.073507205,0.08255424,-0.033798605,0.15846547,0.22416483,-0.19745177,0.23647247,-0.05264286,-0.08622344,0.09436299,-0.09714843,0.1812153,-0.24369444,-0.11889799,-0.09290465,-0.054095842,-0.12281499,0.11290404,0.06673896,0.11163597,-0.08709198,0.2639882,-0.008151211,-0.051122837,0.19595557,-0.13476421,0.10808669,-0.12728582,0.056624115,-0.14388096,-0.1771495,-0.067483395,-0.19023895,0.056808632,0.04943495,-0.0323108,0.04148356,-0.07322269,0.035360426
10494,2,CN9360050777,0.25178945,-0.2369068,0.22028829,-0.12511651,0.3269349,-0.30271417,-0.319128,0.35467628,-0.34223276,-0.26333678,-0.1754948,-0.29967448,0.25079975,-0.12644798,0.19886503,-0.31793985,0.21521236,-0.34997666,0.31857377,0.32262146,0.19123589,-0.23448615,-0.38689777,0.32877573,0.2392468,0.26072246,-0.33030677,-0.08459407,-0.3097836,-0.11299469,0.43210632,-0.28035194,0.33680248,0.2015954,0.172441,0.1835111,-0.15831126,0.3055501,0.33553746,0.2903619,0.2658027,0.2515324,-0.1277637,-0.32310638,-0.09804965,0.3345833,-0.20822288,0.26383764,0.02823941,-0.22902258,0.16468737,-0.31878087,0.31341177,-0.2848017,0.37552866,0.28994182,0.1623535,0.38362756,-0.04335127,-0.10780801,0.36058348,0.18302654,0.23548168,0.08094213
10495,2,CN9360050785,0.23348898,-0.21990734,0.20425835,-0.11585752,0.3031897,-0.2808786,-0.29622644,0.32925212,-0.3173843,-0.24452819,-0.16311514,-0.27819273,0.23234884,-0.11715629,0.18470296,-0.29510906,0.19982457,-0.32477912,0.29577404,0.2993235,0.17761947,-0.21769479,-0.3593885,0.30512142,0.22214061,0.24173178,-0.3066151,-0.07845874,-0.28745288,-0.10507299,0.40094867,-0.26028404,0.3124876,0.18723695,0.16001259,0.17016648,-0.14705905,0.28354916,0.31121296,0.26921856,0.24657686,0.23330224,-0.11870326,-0.29983997,-0.091146424,0.31051502,-0.19331567,0.24455333,0.026365595,-0.21259542,0.15282084,-0.2955411,0.29093316,-0.26432994,0.34892818,0.269381,0.1505384,0.35590515,-0.040066097,-0.09994257,0.3345774,0.17001534,0.2185653,0.075052656
10496,2,CN9360050790,-0.13368857,0.1332272,-0.08310424,0.2209908,-0.19345076,0.20891212,0.16240802,-0.11224736,0.19120379,0.23417053,-0.10067026,0.14825462,-0.095941864,-0.045113485,-0.1121833,-0.035991967,-0.18496934,0.18030038,-0.02356331,-0.08684324,-0.24412537,0.17454906,0.18124232,-0.24557823,-0.079237096,-0.05543103,0.057281226,-0.046933264,0.14467533,0.2250171,-0.16738461,0.22570573,-0.028773546,-0.07509196,0.11043739,-0.09403239,0.18388769,-0.23425454,-0.09387332,-0.075878404,-0.037471905,-0.11001051,0.11381582,0.040515214,0.11602965,-0.061616957,0.268121,0.01667267,-0.057214733,0.18791595,-0.1293613,0.08907099,-0.10998283,0.042685926,-0.116477594,-0.16530105,-0.0573221,-0.17670797,0.055699266,0.049491677,-0.0013780743,0.055568542,-0.064559236,0.048303273
10497,2,CN9360050803,-0.28030723,0.27497438,-0.1974228,0.37439767,-0.39684293,0.40894493,0.34451616,-0.28291044,0.3894245,0.43362606,-0.09885792,0.31612834,-0.221672,-0.028588526,-0.23193192,0.040649436,-0.34630844,0.38089257,-0.13104525,-0.23075777,-0.42670453,0.3385691,0.39086968,-0.47231272,-0.19772221,-0.16271773,0.18611737,-0.047931872,0.31537288,0.37433037,-0.38204604,0.4271528,-0.14679891,-0.17594129,0.11267842,-0.20215178,0.3304913,-0.44937897,-0.24188745,-0.20414737,-0.13906087,-0.24382794,0.21472532,0.15796056,0.20970623,-0.19380756,0.4737895,-0.052610822,-0.098906904,0.35460106,-0.24658987,0.23241855,-0.26324046,0.15543345,-0.28911105,-0.340727,-0.13582164,-0.389035,0.09689367,0.1113884,-0.11021203,0.026063591,-0.17370048,0.051164836
10498,2,CN9360050804,0.21693926,-0.2045342,0.18976197,-0.10748432,0.28171614,-0.26113197,-0.27551582,0.30626023,-0.29491302,-0.22751896,-0.15191981,-0.25876608,0.2156631,-0.108753525,0.17189576,-0.2744625,0.18590888,-0.3019922,0.27515548,0.27825442,0.16530572,-0.20250984,-0.33451098,0.28373006,0.20667093,0.2245579,-0.28519002,-0.07291037,-0.2672585,-0.09790914,0.37277183,-0.24213599,0.29049888,0.17425215,0.14877318,0.1580985,-0.13688332,0.263653,0.2892155,0.25009796,0.22919032,0.21681613,-0.11050962,-0.27879938,-0.08490361,0.28874928,-0.1798346,0.22711393,0.02467104,-0.1977398,0.14208956,-0.27452463,0.27060503,-0.24581666,0.32487252,0.2507872,0.13985361,0.33083484,-0.037095208,-0.0928296,0.31105927,0.15824889,0.20326728,0.06972661
